"Main ID","Incident ID","Incident Type","Region of Incident","Incident Date","Incident Year",Month,"Number of Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Country of Origin","Region of Origin","Cause of Death","Country of Incident","Migration Route","Location of Incident",Coordinates,"UNSD Geographical Grouping","Information Source",URL,"Source Quality"
2014.MMP00084,2014.MMP00084,Incident,"Northern Africa",2014-05-09,2014,May,13,33,46,,,,,Niger,"Western Africa","Mixed or unknown",Algeria,"Sahara Desert crossing","Desert in southern Algeria","23.5301672, 2","Northern Africa","Reuters and Middle East eye",http://bit.ly/1ujLNLW,3
2014.MMP00085,2014.MMP00085,Incident,"North America",2014-05-10,2014,May,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)",Violence,"United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.692369, -110.360473","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00086,2014.MMP00086,Incident,Mediterranean,2014-05-12,2014,May,17,200,217,226,12,2,3,Unknown,"Sub-Saharan Africa (P)",Drowning,Libya,"Central Mediterranean","International waters between Libya and Italy","34.7086, 16",Uncategorized,"ANSA Med and Relief Web. Also see NYT http://www.nytimes.com/2014/05/13/world/europe/at-least-14-die-as-migrant-boat-headed-for-italy-sinks-off-libyan-coast.html?_r=0",http://bit.ly/1mh7JHc,3
2014.MMP00087,2014.MMP00087,Incident,"North America",2014-05-13,2014,May,1,0,1,,,1,,Mexico,"Central America","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.95283, -112.34965","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00088,2014.MMP00088,Incident,"North America",2014-05-21,2014,May,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.61445, -111.68357","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00089,2014.MMP00089,Incident,"North America",2014-05-22,2014,May,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.46313, -111.6213","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00090,2014.MMP00090,Incident,Mediterranean,2014-05-23,2014,May,1,0,1,,,1,1,Afghanistan,"Southern Asia","Accidental death",Greece,"Eastern Mediterranean",Greece,"39.5061, 20",Uncategorized,"Afghan immigrant dies in back of truck",http://bit.ly/TzKj34,1
2014.MMP00091,2014.MMP00091,Incident,Europe,2014-05-23,2014,May,1,0,1,,,1,1,Sudan,"Northern Africa","Vehicle accident / death linked to hazardous transport",France,"Mainland Europe to the UK","A16 motorway, near Condette, France","50.9513, 1.85869","Western Europe","Calais Migrant Solidarity, La Voix du Nord, Calais Border Monitoring",http://bit.ly/1DpK8rz,4
2014.MMP00092,2014.MMP00092,Incident,"North America",2014-05-27,2014,May,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.0667, -113.1525","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00093,2014.MMP00093,Incident,"North America",2014-05-28,2014,May,1,0,1,,,1,,Mexico,"Central America","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.34675, -109.4814","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00094,2014.MMP00094,Incident,"North America",2014-05-30,2014,May,1,0,1,,,,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.437783, -111.636383","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00095,2014.MMP00095,Incident,"North America",2014-05-30,2014,May,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.437983, -111.636383","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00096,2014.MMP00096,Incident,"Eastern Africa",2014-05-31,2014,May,62,0,62,0,,,,"Ethiopia,Somalia","Eastern Africa",Drowning,Somalia,"Eastern Route to/from EHOA","Gulf of Aden off the coast of Somalia - EHOA-Yemen crossing","12.5331, 48",Uncategorized,"New Vision",http://bit.ly/1vs8jBB,1
2014.MMP00097,2014.MMP00097,Incident,"North America",2014-06-01,2014,June,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.62445, -111.3423","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00098,2014.MMP00098,Incident,"North America",2014-06-03,2014,June,1,0,1,,,1,,Mexico,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.334397, -110.96816","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00099,2014.MMP00099,Incident,Mediterranean,2014-06-05,2014,June,3,0,3,,,,,Unknown,Unknown,"Mixed or unknown",Italy,"Central Mediterranean","Italian waters","35.358, 13",Uncategorized,Reuters,http://reut.rs/2bBvz2p,1
2014.MMP00100,2014.MMP00100,Incident,"North America",2014-06-06,2014,June,1,0,1,,1,,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.564183, -111.670617","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00101,2014.MMP00101,Incident,Mediterranean,2014-06-08,2014,June,4,0,4,,,,,"Central African Republic","Middle Africa",Drowning,Italy,"Central Mediterranean","Italian waters","35.4125, 12",Uncategorized,"The Guardian",http://bit.ly/1qNxMp5,1
2014.MMP00102,2014.MMP00102,Incident,Mediterranean,2014-06-09,2014,June,3,2,5,0,,,,Unknown,Unknown,Drowning,Italy,"Central Mediterranean","Italian waters","36.4935, 14",Uncategorized,"The Guardian",http://bit.ly/1kal8el,1
2014.MMP00103,2014.MMP00103,Incident,"North America",2014-06-09,2014,June,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.906667, -112.0059","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00104,2014.MMP00104,Incident,"North America",2014-06-09,2014,June,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.23316, -112.959966","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00105,2014.MMP00105,Incident,"North America",2014-06-10,2014,June,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.05, -112.9","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00106,2014.MMP00106,Incident,"North America",2014-06-10,2014,June,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.48843, -112.59816","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00107,2014.MMP00107,Incident,"North America",2014-06-12,2014,June,1,0,1,,1,,,Unknown,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.778767, -111.396767","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00108,2014.MMP00108,Incident,"North America",2014-06-12,2014,June,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.833333, -113.75","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00109,2014.MMP00109,Incident,"North America",2014-06-12,2014,June,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.914994, -111.875669","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00110,2014.MMP00110,Incident,"North America",2014-06-12,2014,June,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.84452, -111.86507","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00111,2014.MMP00111,Incident,"North America",2014-06-13,2014,June,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.14323, -112.58124","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00112,2014.MMP00112,Incident,"North America",2014-06-14,2014,June,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.78543, -111.86321","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00113,2014.MMP00113,Incident,"North America",2014-06-14,2014,June,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.49908, -111.40091","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00114,2014.MMP00114,Incident,Mediterranean,2014-06-14,2014,June,10,0,10,39,,,,Unknown,Unknown,Drowning,Libya,"Central Mediterranean","Between Libya and Sicily","34.2775, 15",Uncategorized,Reuters,http://reut.rs/1qNxMVT,1
2014.MMP00115,2014.MMP00115,Incident,"South-eastern Asia",2014-06-14,2014,June,6,0,6,13,5,1,,Cambodia,"South-eastern Asia","Vehicle accident / death linked to hazardous transport",Thailand,,"Highway 304, Chachoengsao-Kabinburi Rd, Muangmai subdistrict, Ratchasan District, Chachoengsao Province, Thailand","13.6702361, 101","South-eastern Asia","Manager Online, Thairath",https://archive.vn/KXLUP,3
2014.MMP00116,2014.MMP00116,Incident,Mediterranean,2014-06-15,2014,June,1,0,1,356,,,,"Syrian Arab Republic","Western Asia","Mixed or unknown",Italy,"Central Mediterranean","Central Med Route - Sicily","35.9061, 12",Uncategorized,BBC,http://bbc.in/V7Onc6,1
2014.MMP00117,2014.MMP00117,Incident,"South-eastern Asia",2014-06-15,2014,June,2,0,2,16,1,1,,Cambodia,"South-eastern Asia","Vehicle accident / death linked to hazardous transport",Thailand,,"Moo 4, Nong Yai subdistrict, Nong Yai district, Chonburi province, Thailand","13.1394249, 101","South-eastern Asia","Kom Chad Luek, Khao Sod, Manager Online",https://archive.vn/54Bzx,3
2014.MMP00118,2014.MMP00118,Incident,"Northern Africa",2014-06-16,2014,June,0,29,29,,,,,Unknown,Unknown,Drowning,Morocco,"Western Africa / Atlantic route to the Canary Islands","Between North Africa and Canary Islands","28.348645, -13",Uncategorized,"La Vanguardia",http://bit.ly/28IfW7F,1
2014.MMP00119,2014.MMP00119,Incident,"North America",2014-06-16,2014,June,1,0,1,,,,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","La India Ranch, Brooks County, Texas, USA","27.153103, -98.161338","Northern America","Operation Identificatio, U. of Texas",,5
2014.MMP00121,2014.MMP00121,Incident,Mediterranean,2014-06-18,2014,June,4,0,4,0,,,,Unknown,Unknown,Violence,Morocco,"Western Mediterranean","Morocco/Spain border near Melilla","35.2783, -3",Uncategorized,L'Espresso,http://bit.ly/U4b8wu,1
2014.MMP00122,2014.MMP00122,Incident,"North America",2014-06-18,2014,June,1,0,1,,,,1,Unknown,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.16403, -111.71384","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00123,2014.MMP00123,Incident,"South-eastern Asia",2014-06-18,2014,June,9,26,35,62,1,8,1,Indonesia,"South-eastern Asia",Drowning,Malaysia,,"Coast of Malaysia - Strait of Malacca","4.66259, 100","South-eastern Asia","The World Post (Huffington and BIG)",http://huff.to/1ygPxkU,1
2014.MMP00124,2014.MMP00124,Incident,"North America",2014-06-19,2014,June,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.17175, -111.20567","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00125,2014.MMP00125,Incident,"North America",2014-06-19,2014,June,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.4275, -111.64305","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00126,2014.MMP00126,Incident,"North America",2014-06-25,2014,June,1,0,1,,,,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.49936, -112.21016","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
